GO	description	category	ERR2014354	ERR2014355	ERR2014356	ERR2014357	ERR2014358	ERR2014359	ERR2014360	ERR2014361	ERR2014362	ERR2014363	ERR2014364	ERR2014365	ERR2014366	ERR2014367	ERR2014368	ERR2014369	ERR2014370	ERR2014371	ERR2014372	ERR2014373	ERR2014374	ERR2014375	ERR2014376	ERR2014377	ERR2014378	ERR2014379	ERR2014380	ERR2014381	ERR2014382	ERR2014383	ERR2014384	ERR2014385	ERR2014386	ERR2014387	ERR2014388	ERR2014389	ERR2014390	ERR2014391	ERR2014392	ERR2014393
GO:0001934	positive regulation of protein phosphorylation	biological process	2	1	1	1	1	1	1	0	1	0	0	0	2	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	2	0	0	1	0
GO:0001973	adenosine receptor signaling pathway	biological process	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
GO:0001974	blood vessel remodeling	biological process	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GO:0002062	chondrocyte differentiation	biological process	0	2	0	0	0	0	0	0	0	0	1	0	3	0	1	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0	1	0	0	0	0
GO:0002098	tRNA wobble uridine modification	biological process	4	3	7	0	3	0	0	1	1	0	0	0	8	3	0	6	0	0	0	4	1	1	0	2	0	6	1	2	2	0	4	0	1	1	0	6	0	0	0	1
GO:0002100	tRNA wobble adenosine to inosine editing	biological process	129	13	104	58	118	165	184	99	111	101	101	280	126	104	45	174	66	177	194	71	99	109	156	163	114	359	320	194	204	213	230	154	246	48	214	95	151	107	127	113
GO:0002161	aminoacyl-tRNA editing activity	molecular function	7041	270	1762	1196	6245	5430	3105	9687	1129	4985	6721	7048	1061	8938	1588	3503	5806	8594	4494	845	4150	3862	6121	1435	5535	4101	3896	2972	2828	5507	3107	2146	3142	748	9571	1186	4575	5176	4654	5951
GO:0002218	activation of innate immune response	biological process	1	0	1	1	0	4	1	0	1	0	1	0	5	2	4	16	0	0	0	1	0	1	0	5	0	1	2	1	2	0	5	0	1	3	0	2	0	0	0	0
GO:0002474	antigen processing and presentation of peptide antigen via MHC class I	biological process	161	69	492	198	302	15	6	25	13	6	13	10	9	120	159	555	10	11	11	132	12	23	1	0	7	31	7	16	56	1	46	14	55	60	6	35	1	16	1	7
GO:0002532	production of molecular mediator involved in inflammatory response	biological process	3	1	14	5	3	3	2	0	0	0	0	0	1	3	12	20	0	1	0	1	0	1	0	1	1	4	0	0	3	0	1	0	1	8	0	1	0	0	0	1
GO:0002682	regulation of immune system process	biological process	5	8	29	17	1	0	0	0	2	0	0	0	4	0	3	1	0	0	0	2	0	0	0	1	1	0	0	0	0	0	0	1	0	2	0	4	0	2	0	8
GO:0002685	regulation of leukocyte migration	biological process	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
GO:0002764	immune response-regulating signaling pathway	biological process	26	9	41	18	17	1	0	3	2	0	3	3	0	29	10	55	0	1	0	11	0	1	0	0	0	1	0	4	9	0	2	0	4	11	0	4	1	0	0	0
GO:0002949	tRNA threonylcarbamoyladenosine modification	biological process	511	99	482	584	588	374	318	960	276	377	496	911	228	713	511	1035	385	618	509	225	475	491	614	174	878	318	263	362	140	599	973	690	1248	242	1156	75	323	285	320	596
GO:0003081	regulation of systemic arterial blood pressure by renin-angiotensin	biological process	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GO:0003333	amino acid transmembrane transport	biological process	57	10	57	48	74	98	68	99	51	65	54	72	39	231	48	113	45	66	85	42	120	69	89	221	63	162	236	157	160	153	82	73	96	22	93	124	62	192	72	157
GO:0003676	nucleic acid binding	molecular function	34435	10664	26357	19831	33607	53557	44903	36161	14618	31234	33024	37663	16222	48363	45661	53708	32025	37493	43547	20656	41763	41477	51489	15537	39349	57112	51744	37164	37084	38188	42804	21683	37810	21098	54744	14376	50863	37725	36168	41283
GO:0003677	DNA binding	molecular function	144847	9803	44853	42787	131990	123969	100573	187686	33034	149792	159442	222084	25766	183214	54601	107067	111831	208429	158204	31943	127375	121027	201640	66834	141805	125873	150228	96993	112549	139772	100574	64189	97627	31474	332343	23607	104429	109545	109143	160663
GO:0003678	DNA helicase activity	molecular function	2887	531	3015	2747	3376	3745	3225	4176	1314	3011	2529	3785	1110	4702	1891	5152	2552	3478	3902	838	2966	2931	3502	1263	3966	3364	2403	2820	2224	4079	5975	3026	5587	1088	4975	817	2706	2694	2638	4342
GO:0003682	chromatin binding	molecular function	4	5	6	2	3	1	8	2	2	0	0	0	8	2	32	14	0	0	2	15	0	0	1	5	1	40	16	13	14	2	25	4	8	14	0	11	0	0	0	1
GO:0003684	damaged DNA binding	molecular function	359	78	372	353	391	269	302	225	331	212	150	402	257	424	576	870	222	274	383	299	322	285	390	409	470	898	613	683	542	662	887	642	869	184	295	161	266	350	283	452
GO:0003688	DNA replication origin binding	molecular function	190	13	57	33	229	309	352	325	32	275	189	273	12	196	28	80	416	450	595	13	483	358	439	15	303	72	80	38	29	313	76	30	66	15	429	27	228	138	157	471
GO:0003689	DNA clamp loader activity	molecular function	0	1	5	0	2	0	1	0	4	0	0	1	2	0	3	0	0	0	0	2	0	0	0	0	0	2	0	1	3	1	2	0	2	4	0	2	1	0	0	0
GO:0003690	double-stranded DNA binding	molecular function	0	2	1	4	1	1	0	19	1	0	1	0	3	176	1	0	0	0	3	2	0	1	0	1	0	0	1	2	4	7	0	0	2	1	1	1	0	3	1	1
GO:0003697	single-stranded DNA binding	molecular function	12427	1581	11220	6065	9997	17250	16488	14779	2764	12137	15202	14786	1839	16300	6150	23040	13378	16629	10514	2077	9867	9457	14669	1721	15626	19566	26641	15574	13480	11362	14856	5636	11654	2434	23877	1575	12254	13020	9067	13632
GO:0003700	transcription factor activity, sequence-specific DNA binding	molecular function	20767	1301	6590	5214	20698	20466	17230	21018	2847	20381	17894	25399	1791	28266	8475	14146	13628	20628	22003	4386	17238	16265	26022	2787	19205	18498	20196	11845	9554	21498	10840	4525	9936	4669	33202	2457	14746	14742	15511	25541
GO:0003707	steroid hormone receptor activity	molecular function	7	11	20	12	6	6	10	0	7	0	1	2	5	5	49	26	1	0	5	31	1	1	1	6	5	64	27	33	35	0	76	15	53	32	0	16	0	2	0	2
GO:0003708	retinoic acid receptor activity	molecular function	7	11	19	4	5	12	19	1	0	0	1	0	11	4	70	39	4	1	3	52	0	1	0	2	7	134	42	77	58	0	77	15	33	73	0	27	0	2	2	6
GO:0003712	transcription cofactor activity	molecular function	17	12	41	20	31	5	6	3	10	2	9	15	14	24	107	112	2	18	4	37	1	1	1	9	4	103	32	47	45	1	89	12	57	82	23	28	1	4	7	0
GO:0003713	transcription coactivator activity	molecular function	138	34	91	42	167	56	52	352	10	478	269	162	32	265	135	170	63	206	73	61	123	136	282	15	82	129	51	71	92	350	112	29	42	80	221	35	42	40	104	116
GO:0003714	transcription corepressor activity	molecular function	13	9	11	9	12	3	4	2	4	0	1	1	17	6	27	32	1	2	0	15	2	3	0	7	1	41	8	14	23	3	31	9	4	30	0	8	0	2	2	1
GO:0003723	RNA binding	molecular function	101178	5000	34509	18873	86992	105971	92532	88207	14795	69451	79999	99070	5711	125333	27681	77088	83003	102954	77603	12296	79387	72382	85518	6228	83218	55305	87828	46023	47671	76420	60137	33189	56051	14690	149296	6862	82046	71653	61584	73712
GO:0003724	RNA helicase activity	molecular function	1	0	0	1	0	0	0	3	0	0	1	0	1	0	0	1	0	0	0	0	0	0	0	4	0	4	6	4	6	0	0	0	0	0	4	0	0	0	0	0
GO:0003725	double-stranded RNA binding	molecular function	1127	49	266	310	895	526	362	1189	160	693	1036	1458	192	1156	326	762	767	1154	675	147	387	371	720	246	585	1195	1018	798	733	1011	567	550	663	140	1605	152	897	638	437	797
GO:0003726	double-stranded RNA adenosine deaminase activity	molecular function	27	20	99	25	61	10	8	8	3	2	3	10	6	23	81	194	2	3	8	35	5	3	0	1	0	10	5	5	23	1	34	4	24	30	1	23	0	7	1	1
GO:0003729	mRNA binding	molecular function	69	4	8	8	531	53	16	214	619	298	671	2423	58	821	726	461	2233	7409	2730	311	915	552	1083	34	1242	233	395	126	156	1234	18	3	11	18	706	7	336	528	138	444
GO:0003735	structural constituent of ribosome	molecular function	472657	26618	190245	113411	386869	454501	423814	403352	85672	309918	361198	362879	17433	622945	117797	449368	368400	446128	299136	43424	299458	288562	436370	15765	407605	238181	381175	211781	190354	297539	325947	145678	297371	71094	655800	30198	413647	383628	252899	335581
GO:0003743	translation initiation factor activity	molecular function	19959	939	6488	4064	17336	38670	35907	12926	3678	20141	20488	16213	702	24388	5619	18389	34445	30266	24227	1947	24174	22419	23393	484	26521	7203	9858	6482	4874	20647	13883	6820	12879	3237	28593	992	31248	25284	22519	20624
GO:0003746	translation elongation factor activity	molecular function	20704	1298	8522	3814	14362	13364	12155	19700	2126	13113	20073	18859	666	19754	4310	16827	16543	25786	10549	1772	11586	10530	18490	506	12642	8747	11321	7030	5540	10357	13653	4601	9818	2222	30932	1441	18158	15229	11398	14440
GO:0003747	translation release factor activity	molecular function	1491	234	740	1186	1464	1085	741	3206	625	1322	1405	1760	761	2295	612	1517	1308	1788	1241	386	1149	1087	1805	409	1494	642	491	640	480	1663	1361	1138	1443	369	2083	292	1027	990	1042	1595
GO:0003755	peptidyl-prolyl cis-trans isomerase activity	molecular function	1580	279	1129	636	1350	1782	1260	1732	380	1120	1011	1035	355	1505	948	1581	651	1357	2661	612	1218	1231	1805	212	2155	1105	650	660	758	1987	1505	716	1161	579	1783	261	1085	1427	946	3273
GO:0003756	protein disulfide isomerase activity	molecular function	42	200	431	136	34	432	1460	50	183	15	118	70	579	471	10955	5126	75	260	76	3381	85	39	67	470	654	13257	3820	5247	8367	8	7384	640	2476	4915	25	1080	64	136	101	280
GO:0003774	motor activity	molecular function	592	423	1780	839	587	239	307	137	207	1192	2400	3641	360	846	2899	3332	1463	3750	146	1139	46	107	60	180	200	2558	755	1317	2036	116	1897	277	790	2078	3905	464	25	116	1280	84
GO:0003777	microtubule motor activity	molecular function	99	204	233	233	136	68	114	36	137	3	20	17	334	95	600	384	20	42	53	351	39	43	13	179	59	562	208	354	420	28	566	159	316	346	9	241	12	19	33	22
GO:0003779	actin binding	molecular function	525	450	1140	606	608	254	548	215	265	109	174	254	462	711	3043	2541	92	169	398	1288	185	173	214	320	422	3169	1099	1614	1875	137	2615	496	1334	1871	280	599	109	185	139	212
GO:0003785	actin monomer binding	molecular function	250	117	528	237	547	71	51	47	26	6	15	42	38	394	310	837	14	39	34	245	7	19	1	23	4	188	49	79	161	8	223	20	138	203	9	143	3	45	5	25
GO:0003796	lysozyme activity	molecular function	855	30	349	119	752	296	253	1285	122	309	523	508	100	885	359	674	225	444	307	150	311	247	355	143	378	340	279	174	180	363	300	176	268	67	638	50	333	669	123	414
GO:0003810	protein-glutamine gamma-glutamyltransferase activity	molecular function	9	20	23	30	3	21	31	6	119	0	7	11	49	52	878	188	46	49	9	222	6	5	28	16	76	1019	188	688	389	1	311	89	362	168	2	300	16	15	19	6
GO:0003824	catalytic activity	molecular function	327236	19010	114670	113377	355501	226087	166077	511947	52725	256186	252275	323891	24884	397816	124308	308730	232644	325131	324504	48986	239684	238295	341153	40761	328104	296464	241034	178926	180749	249441	198907	105445	184127	57366	421031	40066	211231	227596	283261	302528
GO:0003830	beta-1,4-mannosylglycoprotein 4-beta-N-acetylglucosaminyltransferase activity	molecular function	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GO:0003840	gamma-glutamyltransferase activity	molecular function	8	8	27	15	43	2	10	8	4	72	38	79	22	54	57	27	12	3	30	34	26	2	27	13	10	32	19	20	28	31	40	14	23	28	58	16	3	7	4	7
GO:0003842	1-pyrroline-5-carboxylate dehydrogenase activity	molecular function	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	1	0	0	1	0	1
GO:0003843	1,3-beta-D-glucan synthase activity	molecular function	0	0	0	0	0	0	0	0	0	0	0	0	9	16	0	13	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
GO:0003847	1-alkyl-2-acetylglycerophosphocholine esterase activity	molecular function	10	10	20	17	34	3	3	3	5	0	1	3	9	5	47	18	1	1	2	7	1	8	0	4	4	10	5	6	10	1	16	4	5	9	0	11	1	3	1	3
GO:0003848	2-amino-4-hydroxy-6-hydroxymethyldihydropteridine diphosphokinase activity	molecular function	639	163	1487	840	493	510	329	554	378	462	230	706	294	652	1093	3276	213	271	536	540	466	645	2211	45	323	8	110	510	2	455	4172	3291	5470	1151	863	447	405	326	237	497
GO:0003849	3-deoxy-7-phosphoheptulonate synthase activity	molecular function	7	0	0	0	1	0	2	9	0	16	99	78	0	0	0	2	2	0	1	0	0	0	0	0	2	0	5	1	0	41	0	0	4	0	11	0	0	2	0	0
GO:0003852	2-isopropylmalate synthase activity	molecular function	1	0	0	0	0	0	0	0	1	0	0	2	1	2	0	1	0	0	1	0	0	1	1	0	3	0	0	0	0	23	0	0	0	0	2	0	0	0	0	0
GO:0003854	3-beta-hydroxy-delta5-steroid dehydrogenase activity	molecular function	8	28	18	20	21	8	4	10	26	8	2	5	34	9	17	11	1	1	12	14	4	3	1	16	6	9	6	12	42	9	10	6	5	12	1	26	1	2	4	2
GO:0003855	3-dehydroquinate dehydratase activity	molecular function	383	16	81	169	533	342	229	447	62	299	200	570	51	400	61	141	209	334	681	52	653	546	714	18	366	36	97	66	17	983	68	38	70	14	361	177	227	190	231	486
GO:0003857	3-hydroxyacyl-CoA dehydrogenase activity	molecular function	3765	21	23	27	8903	28	157	358	40	587	304	2436	23	2707	67	56	1064	796	1334	44	678	499	730	50	600	70	88	44	35	579	36	18	20	30	1830	39	121	966	838	525
GO:0003860	3-hydroxyisobutyryl-CoA hydrolase activity	molecular function	6	5	3	3	18	2	3	12	12	32	7	36	12	26	3	5	6	1	30	3	11	5	13	5	14	0	4	5	2	18	3	4	0	3	58	2	0	3	0	2
GO:0003864	3-methyl-2-oxobutanoate hydroxymethyltransferase activity	molecular function	867	0	0	1	643	26	27	238	2	71	87	521	1	439	8	13	118	97	171	1	143	113	64	0	38	0	0	3	0	271	0	0	2	0	170	0	40	76	108	82
GO:0003870	5-aminolevulinate synthase activity	molecular function	2	2	10	4	1	0	1	3	0	2	1	1	1	8	17	9	0	1	2	2	0	1	0	4	0	7	5	4	4	0	7	5	6	10	0	6	1	0	0	0
GO:0003871	5-methyltetrahydropteroyltriglutamate-homocysteine S-methyltransferase activity	molecular function	1683	1	0	1	837	5125	1268	1672	83	881	852	867	8	452	18	43	616	953	911	9	972	666	125	29	1566	0	34	6	3	2442	3	1	11	3	1113	4	755	1645	914	1780
GO:0003872	6-phosphofructokinase activity	molecular function	4116	461	3751	3867	5272	1316	1792	6882	2992	3208	8945	7481	535	8363	6197	11078	4956	8608	1799	2216	875	1269	5520	718	3038	20882	17103	10612	11786	2803	13212	7994	12464	2894	12503	1183	3070	2768	3318	2879
GO:0003873	6-phosphofructo-2-kinase activity	molecular function	284	114	486	151	404	102	101	25	18	7	19	19	28	208	497	512	15	32	23	186	12	32	9	23	20	237	91	161	152	3	269	30	148	239	3	56	3	42	4	17
GO:0003874	6-pyruvoyltetrahydropterin synthase activity	molecular function	1	0	1	1	0	1	1	0	2	0	0	0	0	0	2	7	0	1	0	2	0	0	0	0	1	8	1	2	4	0	2	0	3	1	0	0	0	0	0	0
GO:0003877	ATP adenylyltransferase activity	molecular function	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GO:0003879	ATP phosphoribosyltransferase activity	molecular function	1	0	0	0	0	0	0	4	4	0	0	3	0	0	0	3	0	0	0	0	0	0	1	0	2	0	0	0	2	22	0	0	0	0	4	0	0	0	0	0
GO:0003883	CTP synthase activity	molecular function	2984	404	3184	1034	3675	6050	3994	2973	913	4645	3566	5181	551	4864	1070	3846	4778	6952	5853	393	5774	5488	6206	513	3886	3491	4357	2314	1922	5111	3838	1243	2234	642	5884	305	4398	4707	6457	9983
GO:0003884	D-amino-acid oxidase activity	molecular function	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
GO:0003885	D-arabinono-1,4-lactone oxidase activity	molecular function	0	0	0	0	0	1	0	0	0	0	0	0	0	4	0	6	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0
GO:0003887	DNA-directed DNA polymerase activity	molecular function	3210	312	2448	1682	2937	5337	4334	4156	1441	3995	6088	5469	1052	5024	2630	4664	2495	5414	5730	817	4618	4153	4721	1108	3951	2957	4026	2456	2205	4110	6568	2610	4054	1812	8493	675	4731	3403	3105	5546
GO:0003896	DNA primase activity	molecular function	1472	19	45	63	881	881	645	2397	107	760	937	1169	113	1294	108	238	571	1217	866	78	545	505	546	150	1202	188	324	230	172	1363	155	171	174	35	1127	110	425	590	571	859
GO:0003899	DNA-directed RNA polymerase activity	molecular function	47585	1815	9086	10823	39106	49100	39478	45207	7774	35735	37595	35156	4125	52024	10074	25712	50486	47345	37805	4628	31512	31468	59069	3301	51491	20063	23682	16835	13864	36970	23233	16251	25310	5416	61832	3943	42885	37892	31044	35682
GO:0003905	alkylbase DNA N-glycosylase activity	molecular function	273	0	0	16	137	46	32	22	17	38	17	97	8	88	92	13	48	53	124	96	48	101	43	610	14	232	292	222	280	84	0	1	1	0	80	89	15	36	42	23
GO:0003906	DNA-(apurinic or apyrimidinic site) lyase activity	molecular function	163	55	328	280	128	42	156	90	266	46	42	110	190	200	444	720	89	52	75	226	60	88	235	278	139	785	502	568	426	124	750	550	752	153	54	137	106	135	85	31
GO:0003908	methylated-DNA-[protein]-cysteine S-methyltransferase activity	molecular function	35	3	5	4	26	4	8	16	9	21	8	16	7	39	11	5	17	11	40	10	15	14	14	4	6	0	0	5	0	23	0	1	2	1	42	2	6	8	10	11
GO:0003909	DNA ligase activity	molecular function	14	3	6	2	1	0	1	0	3	1	2	0	1	0	1	5	0	0	0	1	0	1	0	3	2	0	3	3	3	1	4	4	1	1	0	2	0	0	0	0
GO:0003910	DNA ligase (ATP) activity	molecular function	10	14	61	33	9	1	6	3	16	2	0	3	27	6	24	54	2	1	2	10	2	3	10	8	8	2	2	12	8	3	55	26	62	14	0	14	12	5	0	3
GO:0003911	DNA ligase (NAD+) activity	molecular function	1929	194	685	828	1438	2229	1690	2202	896	1582	1316	1890	1106	1879	926	1975	1384	2077	2934	613	1601	1601	1823	1074	2314	2149	1237	1563	1525	2782	1787	2087	2333	508	2253	524	1689	1428	1367	2231
GO:0003916	DNA topoisomerase activity	molecular function	6341	770	3744	4202	5130	6482	5096	7661	2409	5113	5846	8879	1980	8296	3284	9630	5577	8843	5633	1599	5103	6317	7397	1241	6231	2320	2492	2641	1787	7092	8580	6184	8691	2155	12314	1235	5334	4929	4838	5709
GO:0003917	DNA topoisomerase type I activity	molecular function	375	44	215	126	340	133	152	423	133	220	262	312	92	367	1303	1099	257	435	143	387	103	113	168	48	172	1277	329	566	828	174	757	198	525	691	541	132	127	134	156	155
GO:0003918	DNA topoisomerase type II (ATP-hydrolyzing) activity	molecular function	16342	1351	6165	6619	16640	19209	12531	18945	5529	12225	10296	17707	4680	22624	7723	15438	12172	14880	18634	4038	15079	13406	17003	3932	17361	6437	5511	6336	5137	20492	14713	12445	15584	4304	18970	2525	12129	13943	11976	19459
GO:0003919	FMN adenylyltransferase activity	molecular function	684	12	67	66	476	1112	771	675	52	637	549	711	61	530	121	131	453	571	1224	108	814	529	606	75	1706	290	503	225	233	809	227	123	269	56	846	125	546	565	530	1609
GO:0003922	GMP synthase (glutamine-hydrolyzing) activity	molecular function	1001	47	400	251	732	881	608	1219	167	1130	1016	1163	330	1196	514	779	756	1062	1113	199	642	737	1101	284	1328	866	855	552	675	902	479	443	600	152	1896	129	622	626	539	1113
GO:0003924	GTPase activity	molecular function	12740	1228	5879	4353	16545	15763	12379	17113	2116	9300	9790	12240	1230	16755	5470	16144	10082	12571	13873	2393	11301	10201	13900	939	16900	13212	11713	7123	6931	10836	7623	4336	8248	2439	16306	1560	9772	12233	9354	12711
GO:0003933	GTP cyclohydrolase activity	molecular function	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	5	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
GO:0003934	GTP cyclohydrolase I activity	molecular function	286	0	3	0	312	9	11	86	3	49	50	181	0	341	2	17	47	140	70	2	29	33	104	0	27	3	2	3	2	128	1	0	6	2	203	0	15	17	15	41
GO:0003937	IMP cyclohydrolase activity	molecular function	981	3	0	1	789	2148	1066	477	44	420	437	633	2	639	16	21	361	643	1117	4	1116	1031	1087	17	615	3	16	10	3	2066	8	5	6	5	815	0	1025	794	959	1011
GO:0003941	L-serine ammonia-lyase activity	molecular function	610	1	15	8	674	586	382	703	49	745	512	560	18	770	33	50	547	733	1038	3	812	517	755	21	1430	16	25	24	16	856	60	61	80	15	825	34	767	473	644	1860
GO:0003942	N-acetyl-gamma-glutamyl-phosphate reductase activity	molecular function	2887	0	1	0	2377	648	290	4442	16	738	1118	1457	4	1492	96	17	664	1211	733	55	698	622	423	71	1152	138	231	103	126	1024	1	2	7	0	2845	3	839	833	623	1684
GO:0003950	NAD+ ADP-ribosyltransferase activity	molecular function	36	51	89	44	126	22	26	13	27	2	5	8	48	43	315	319	3	8	7	154	8	23	6	38	19	304	141	215	179	4	361	34	166	221	6	91	4	4	4	6
GO:0003951	NAD+ kinase activity	molecular function	1118	125	748	478	1031	1084	963	1423	419	1063	882	1590	329	1121	479	1176	652	1033	1494	234	1468	1189	977	213	1334	769	912	669	522	1978	1337	915	1251	370	2153	302	1063	957	1263	2164
GO:0003952	NAD+ synthase (glutamine-hydrolyzing) activity	molecular function	3	5	50	28	2	4	14	12	57	12	5	11	39	41	63	202	9	6	7	20	5	7	24	38	31	33	60	44	42	18	279	171	205	62	28	25	31	17	8	24
GO:0003953	NAD+ nucleosidase activity	molecular function	5	11	19	13	31	0	0	2	0	0	1	5	5	32	12	58	0	2	4	11	0	1	1	1	0	2	3	2	3	0	2	1	0	3	1	4	0	0	0	2
GO:0003954	NADH dehydrogenase activity	molecular function	16	7	28	15	16	5	4	1	6	2	3	2	10	10	31	39	0	0	2	18	1	3	26	8	4	24	13	10	25	4	22	7	5	11	4	18	0	4	2	0
GO:0003956	NAD(P)+-protein-arginine ADP-ribosyltransferase activity	molecular function	4	8	6	10	2	1	2	1	7	0	1	0	21	1	1	1	0	1	1	9	1	5	1	7	0	1	4	2	3	5	3	5	3	2	0	14	0	1	0	0
GO:0003964	RNA-directed DNA polymerase activity	molecular function	123	310	311	247	139	65	49	78	319	11	35	22	506	49	150	111	14	30	90	270	99	128	12	413	32	53	124	204	146	69	131	264	146	153	8	381	11	23	21	27
GO:0003968	RNA-directed RNA polymerase activity	molecular function	0	3	3	2	0	0	0	2	0	0	0	0	3	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	1	0	2	0	0	0	0
GO:0003978	UDP-glucose 4-epimerase activity	molecular function	1	0	0	0	5	1	0	4	0	4	6	0	0	16	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5
GO:0003980	UDP-glucose:glycoprotein glucosyltransferase activity	molecular function	11	6	20	6	9	0	2	4	4	1	0	0	11	6	11	33	0	0	2	13	0	0	0	5	0	9	4	8	10	3	5	2	16	8	0	4	0	0	0	1
GO:0003984	acetolactate synthase activity	molecular function	0	0	0	0	0	0	0	1	0	0	1	0	1	2	0	3	0	0	1	0	2	0	0	0	1	0	0	0	0	7	0	0	0	0	0	0	1	0	0	0
GO:0003989	acetyl-CoA carboxylase activity	molecular function	145	10	2	10	181	31	7	56	15	86	58	53	24	126	12	39	29	60	10	14	11	1	62	276	24	14	25	3	128	37	12	7	6	9	87	14	16	15	11	13
GO:0003993	acid phosphatase activity	molecular function	11	8	14	21	13	2	0	43	3	7	2	60	17	7	25	20	3	1	65	17	10	2	2	77	0	217	206	135	116	8	15	9	10	22	85	59	17	5	1	5
GO:0003994	aconitate hydratase activity	molecular function	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
GO:0003995	acyl-CoA dehydrogenase activity	molecular function	11661	6	16	10	8848	678	1138	569	25	1684	948	3203	11	2604	495	98	1845	1358	2142	41	1465	1224	1446	12	403	262	93	105	133	797	131	17	60	142	3720	32	381	962	1087	397
GO:0003997	acyl-CoA oxidase activity	molecular function	12	12	16	10	12	7	16	1	17	0	0	1	14	16	245	108	4	6	4	87	0	2	2	9	29	359	57	176	174	0	204	25	140	143	0	34	0	3	3	3
GO:0003998	acylphosphatase activity	molecular function	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
GO:0004000	adenosine deaminase activity	molecular function	35	23	116	36	61	8	7	11	6	1	0	2	25	26	69	124	2	3	5	38	2	7	1	8	4	12	8	8	23	2	36	10	33	21	1	19	0	4	0	0
GO:0004001	adenosine kinase activity	molecular function	0	2	3	0	0	5	14	2	8	0	0	1	7	1	72	19	1	2	2	40	0	1	1	2	6	99	24	49	54	0	50	7	29	25	0	22	1	3	1	1
GO:0004003	ATP-dependent DNA helicase activity	molecular function	10	20	25	16	22	5	10	26	36	28	7	7	28	18	35	29	3	9	8	29	14	7	13	12	5	43	12	31	22	19	52	426	46	13	6	18	0	1	14	4
GO:0004004	ATP-dependent RNA helicase activity	molecular function	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	2	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0
GO:0004013	adenosylhomocysteinase activity	molecular function	488	11	21	21	387	35	33	16	5	37	20	86	23	97	268	42	56	42	61	42	48	36	39	13	34	84	30	55	40	77	117	18	51	93	57	31	21	41	31	30
GO:0004014	adenosylmethionine decarboxylase activity	molecular function	253	12	25	14	218	28	24	39	22	45	34	134	10	102	16	25	34	57	52	11	24	61	67	7	20	17	8	11	9	82	20	10	5	7	73	9	20	28	59	35
GO:0004016	adenylate cyclase activity	molecular function	1	3	0	1	0	0	0	0	0	0	0	2	1	3	1	1	0	0	0	2	1	1	0	5	0	0	1	1	2	1	1	0	0	0	0	6	0	1	2	0
GO:0004017	adenylate kinase activity	molecular function	528	46	145	221	420	136	123	277	185	408	1070	949	75	1274	226	631	772	2158	135	84	163	194	483	33	273	739	1227	730	618	148	329	336	406	90	2057	64	114	202	313	72
GO:0004018	N6-(1,2-dicarboxyethyl)AMP AMP-lyase (fumarate-forming) activity	molecular function	460	1	0	2	561	1083	567	262	9	383	203	545	1	1352	0	3	381	355	934	1	906	694	570	1	338	0	3	0	0	533	1	1	3	0	1256	1	1295	854	767	773
